time,PM25,PM10,NO2,O3,CO,SO2,dust,uv_index,AQI_EU,AQI_US,AQI_India
2023-04-01 00:00:00,21.5,35.2,29.8,53.0,583.0,13.6,10.0,0.0,33,64,53.94
2023-04-01 01:00:00,19.1,31.2,26.0,54.0,486.0,14.3,9.0,0.0,33,64,54.92
2023-04-01 02:00:00,18.2,29.9,22.4,53.0,376.0,14.6,8.0,0.0,33,64,53.94
2023-04-01 03:00:00,17.5,28.9,21.1,50.0,334.0,14.2,7.0,0.0,34,65,50.0
2023-04-01 04:00:00,17.1,28.4,20.9,46.0,310.0,13.4,7.0,0.0,34,65,46.0
2023-04-01 05:00:00,14.2,24.4,18.4,49.0,239.0,8.2,7.0,0.0,34,66,49.0
2023-04-01 06:00:00,14.6,25.4,17.2,51.0,243.0,8.1,7.0,0.0,35,66,51.98
2023-04-01 07:00:00,16.1,27.5,15.5,53.0,248.0,7.9,8.0,0.4,35,66,53.94
2023-04-01 08:00:00,13.0,24.6,12.7,63.0,248.0,7.8,10.0,1.7,35,66,63.74
2023-04-01 09:00:00,12.8,25.2,10.0,81.0,238.0,7.9,13.0,4.0,35,66,81.38
2023-04-01 10:00:00,14.5,28.3,6.9,104.0,222.0,8.2,17.0,6.8,43,66,106.82352941176471
2023-04-01 11:00:00,16.2,32.7,3.7,129.0,202.0,8.1,21.0,9.1,59,66,143.22058823529412
2023-04-01 12:00:00,15.9,33.4,2.7,137.0,190.0,7.4,22.0,10.1,61,66,154.86764705882354
2023-04-01 13:00:00,15.3,31.3,2.4,140.0,179.0,6.3,22.0,9.4,62,66,159.23529411764707
2023-04-01 14:00:00,14.6,29.8,2.7,140.0,168.0,5.1,22.0,7.3,62,66,159.23529411764707
2023-04-01 15:00:00,13.9,28.2,0.7,142.0,140.0,4.4,22.0,4.6,62,66,162.14705882352942
2023-04-01 16:00:00,13.2,26.9,0.0,143.0,108.0,3.8,21.0,2.15,62,66,163.60294117647058
2023-04-01 17:00:00,5.4,10.2,5.7,124.0,170.0,4.2,4.0,0.7,56,83,135.94117647058823
2023-04-01 18:00:00,9.2,15.3,27.5,95.0,362.0,7.2,4.0,0.05,38,92,95.1
2023-04-01 19:00:00,21.4,32.6,58.4,54.0,638.0,11.4,3.0,0.0,34,90,73.53999999999999
2023-04-01 20:00:00,34.8,51.7,88.9,11.0,990.0,16.9,3.0,0.0,40,74,109.811
2023-04-01 21:00:00,43.9,64.5,92.7,2.0,1230.0,20.8,2.0,0.0,42,66,113.57300000000001
2023-04-01 22:00:00,49.8,72.6,87.3,3.0,1461.0,24.8,2.0,0.0,39,67,108.227
2023-04-01 23:00:00,54.6,79.6,78.2,8.0,1599.0,27.2,2.0,0.0,38,69,97.795
2023-04-02 00:00:00,56.8,83.1,74.7,8.0,1475.0,25.3,3.0,0.0,41,71,94.77333333333333
2023-04-02 01:00:00,46.2,68.7,70.9,9.0,1218.0,21.3,5.0,0.0,47,74,88.8525
2023-04-02 02:00:00,35.6,54.7,62.9,12.0,876.0,15.9,8.0,0.0,52,76,79.0525
2023-04-02 03:00:00,27.2,43.7,52.1,18.0,678.0,12.8,10.0,0.0,54,78,65.8225
2023-04-02 04:00:00,21.2,35.6,38.8,27.0,491.0,9.8,11.0,0.0,56,78,48.49999999999999
2023-04-02 05:00:00,18.9,31.9,29.6,33.0,345.0,7.3,12.0,0.0,57,79,37.0
2023-04-02 06:00:00,17.1,29.6,26.9,36.0,333.0,7.2,13.0,0.0,58,79,36.0
2023-04-02 07:00:00,18.5,31.7,23.1,40.0,316.0,7.1,15.0,0.45,58,79,40.0
2023-04-02 08:00:00,14.3,27.0,17.6,51.0,286.0,6.8,16.0,1.85,58,79,51.98
2023-04-02 09:00:00,11.2,22.1,13.3,67.0,253.0,6.5,15.0,4.3,59,80,67.66
2023-04-02 10:00:00,11.6,21.3,8.8,88.0,214.0,6.2,14.0,7.2,58,79,88.24000000000001
2023-04-02 11:00:00,12.3,22.2,4.3,110.0,173.0,5.8,12.0,9.55,58,79,115.55882352941177
2023-04-02 12:00:00,12.5,22.3,2.9,119.0,161.0,5.5,11.0,10.6,57,79,128.66176470588235
2023-04-02 13:00:00,12.0,21.2,2.6,123.0,158.0,5.3,11.0,9.35,57,79,134.48529411764707
