time,PM25,PM10,NO2,O3,CO,SO2,dust,uv_index,AQI_EU,AQI_US,AQI_India
2024-02-01 00:00:00,44.1,87.8,41.4,24.0,645.0,14.4,56.0,0.0,72,111,88.044
2024-02-01 01:00:00,40.6,83.6,35.5,29.0,560.0,12.3,56.0,0.0,71,109,83.928
2024-02-01 02:00:00,33.9,71.0,29.1,33.0,472.0,10.1,53.0,0.0,71,107,71.58
2024-02-01 03:00:00,25.1,50.2,21.4,38.0,376.0,7.7,41.0,0.0,70,105,51.196000000000005
2024-02-01 04:00:00,19.1,36.2,13.3,42.0,275.0,5.1,25.0,0.0,69,103,42.0
2024-02-01 05:00:00,16.6,29.9,7.9,45.0,216.0,3.5,13.0,0.0,69,100,45.0
2024-02-01 06:00:00,15.5,27.8,10.4,38.0,247.0,4.1,12.0,0.0,68,99,38.0
2024-02-01 07:00:00,16.5,28.5,13.7,30.0,289.0,4.8,10.0,0.05,67,97,30.0
2024-02-01 08:00:00,17.9,30.0,15.0,29.0,308.0,5.3,10.0,0.5,67,96,30.0
2024-02-01 09:00:00,15.0,27.6,12.2,44.0,282.0,5.2,12.0,1.7,66,93,44.0
2024-02-01 10:00:00,13.1,26.0,7.4,66.0,233.0,4.8,15.0,3.5,65,91,66.68
2024-02-01 11:00:00,11.4,24.6,3.6,84.0,194.0,4.3,18.0,4.8,64,89,84.32
2024-02-01 12:00:00,10.4,24.4,2.1,93.0,177.0,3.7,20.0,5.65,63,87,93.14
2024-02-01 13:00:00,9.6,23.3,1.7,98.0,171.0,3.1,21.0,5.55,62,86,98.03999999999999
2024-02-01 14:00:00,9.0,21.9,1.8,100.0,168.0,2.7,22.0,4.5,62,84,100.0
2024-02-01 15:00:00,8.6,21.2,0.2,103.0,150.0,2.2,22.0,2.75,61,82,105.36764705882354
2024-02-01 16:00:00,8.5,20.8,0.0,104.0,136.0,2.0,21.0,1.15,60,80,106.82352941176471
2024-02-01 17:00:00,12.3,31.1,4.2,96.0,172.0,3.2,33.0,0.25,57,79,96.08
2024-02-01 18:00:00,19.0,37.8,21.7,72.0,321.0,6.0,31.0,0.0,55,78,72.56
2024-02-01 19:00:00,27.6,50.6,45.5,38.0,528.0,9.8,29.0,0.0,52,77,57.7375
2024-02-01 20:00:00,33.9,59.5,62.1,13.0,693.0,12.9,27.0,0.0,51,76,78.0725
2024-02-01 21:00:00,36.9,63.3,64.3,5.0,779.0,14.6,26.0,0.0,50,75,80.7675
2024-02-01 22:00:00,39.1,66.8,59.2,6.0,822.0,15.6,26.0,0.0,49,75,74.52000000000001
2024-02-01 23:00:00,40.3,68.7,54.0,7.0,839.0,15.5,26.0,0.0,48,75,69.32600000000001
2024-02-02 00:00:00,39.0,66.8,51.1,7.0,824.0,13.8,26.0,0.0,47,74,67.464
2024-02-02 01:00:00,36.9,63.6,48.1,8.0,783.0,11.2,26.0,0.0,46,74,64.328
2024-02-02 02:00:00,34.9,60.8,44.8,9.0,739.0,8.9,25.0,0.0,46,74,61.583999999999996
2024-02-02 03:00:00,33.6,59.0,40.9,9.0,697.0,7.5,24.0,0.0,46,74,59.82
2024-02-02 04:00:00,32.2,56.2,36.7,8.0,653.0,6.5,22.0,0.0,47,74,57.076
2024-02-02 05:00:00,29.8,50.9,32.9,7.0,632.0,6.0,19.0,0.0,50,75,51.882
2024-02-02 06:00:00,29.2,50.2,31.6,6.0,679.0,6.7,18.0,0.0,52,76,51.196000000000005
2024-02-02 07:00:00,31.2,53.1,29.6,7.0,738.0,7.6,18.0,0.05,54,77,54.038000000000004
2024-02-02 08:00:00,34.3,57.3,26.3,17.0,737.0,8.6,19.0,0.5,57,79,58.153999999999996
2024-02-02 09:00:00,32.5,55.2,20.5,45.0,620.0,9.9,23.0,1.65,59,80,56.096000000000004
2024-02-02 10:00:00,27.2,51.2,13.3,83.0,444.0,11.2,29.0,3.55,60,81,83.34
2024-02-02 11:00:00,20.5,43.4,7.6,113.0,307.0,11.8,34.0,5.2,61,82,119.92647058823529
2024-02-02 12:00:00,17.9,42.4,4.7,127.0,251.0,11.1,39.0,6.05,61,83,140.30882352941177
2024-02-02 13:00:00,18.2,45.2,3.2,132.0,234.0,9.7,45.0,5.7,61,84,147.58823529411765
2024-02-02 14:00:00,18.3,45.2,2.7,135.0,227.0,8.7,48.0,4.4,62,84,151.95588235294116
2024-02-02 15:00:00,18.5,44.8,0.4,139.0,200.0,8.1,48.0,2.6,62,85,157.77941176470588
2024-02-02 16:00:00,18.7,44.9,0.0,141.0,184.0,7.9,46.0,1.05,62,86,160.69117647058823
2024-02-02 17:00:00,15.3,36.2,5.3,128.0,220.0,6.7,36.0,0.25,63,87,141.76470588235293
2024-02-02 18:00:00,27.1,51.6,28.9,96.0,406.0,10.0,35.0,0.0,63,87,96.08
2024-02-02 19:00:00,37.1,66.1,61.4,51.0,665.0,14.7,33.0,0.0,63,88,77.215
2024-02-02 20:00:00,45.9,78.7,84.5,17.0,881.0,18.6,32.0,0.0,63,88,105.455
2024-02-02 21:00:00,51.2,85.9,89.8,4.0,1013.0,21.5,32.0,0.0,64,89,110.702
2024-02-02 22:00:00,54.4,90.1,85.9,1.0,1102.0,23.6,32.0,0.0,64,90,106.84100000000001
2024-02-02 23:00:00,55.6,92.2,80.2,1.0,1152.0,24.2,31.0,0.0,65,92,101.19800000000001
2024-02-03 00:00:00,54.7,91.0,74.9,0.0,1158.0,22.4,30.0,0.0,65,93,93.75250000000001
2024-02-03 01:00:00,51.9,87.1,67.9,1.0,1124.0,19.0,28.0,0.0,66,94,87.35799999999999
2024-02-03 02:00:00,48.1,79.6,60.1,3.0,1069.0,15.7,26.0,0.0,66,95,80.56333333333333
2024-02-03 03:00:00,43.7,71.5,51.2,5.0,989.0,12.6,23.0,0.0,67,96,73.37666666666667
2024-02-03 04:00:00,38.8,62.6,41.6,8.0,887.0,9.6,18.0,0.0,67,97,65.37333333333333
2024-02-03 05:00:00,36.7,59.5,38.9,7.0,839.0,8.7,16.0,0.0,67,97,61.943333333333335
2024-02-03 06:00:00,31.3,51.1,33.6,12.0,761.0,8.4,14.0,0.0,68,98,53.123333333333335
2024-02-03 07:00:00,28.4,46.2,26.1,21.0,650.0,8.2,12.0,0.05,68,98,47.333333333333336
2024-02-03 08:00:00,28.6,46.6,19.6,35.0,552.0,8.9,12.0,0.5,68,98,47.666666666666664
2024-02-03 09:00:00,30.7,50.2,15.1,59.0,483.0,11.4,16.0,1.7,67,98,59.82
2024-02-03 10:00:00,34.0,57.6,11.6,87.0,426.0,14.9,21.0,3.4,67,97,87.25999999999999
2024-02-03 11:00:00,36.7,65.2,8.8,112.0,375.0,17.6,26.0,5.0,68,98,118.47058823529412
2024-02-03 12:00:00,29.4,57.0,6.4,129.0,323.0,18.9,29.0,5.9,68,99,143.22058823529412
2024-02-03 13:00:00,25.9,51.5,4.8,142.0,278.0,19.5,31.0,5.55,68,100,162.14705882352942
2024-02-03 14:00:00,25.7,51.9,4.5,149.0,250.0,19.8,33.0,4.2,69,101,172.33823529411765
2024-02-03 15:00:00,26.2,54.9,3.9,151.0,231.0,19.6,35.0,2.45,69,102,175.25
2024-02-03 16:00:00,26.7,57.6,4.7,147.0,231.0,19.2,37.0,1.0,69,103,169.4264705882353
2024-02-03 17:00:00,15.0,30.4,7.0,154.0,261.0,15.4,21.0,0.25,69,103,179.61764705882354
2024-02-03 18:00:00,29.6,50.8,25.3,121.0,409.0,16.6,21.0,0.0,69,103,131.5735294117647
2024-02-03 19:00:00,36.8,61.2,50.3,76.0,614.0,18.1,20.0,0.0,70,104,76.48
2024-02-03 20:00:00,40.6,66.1,67.3,41.0,771.0,18.9,19.0,0.0,70,104,84.4425
2024-02-03 21:00:00,41.3,66.8,69.0,27.0,839.0,18.5,17.0,0.0,69,103,86.525
2024-02-03 22:00:00,41.2,65.7,62.7,23.0,859.0,17.4,16.0,0.0,69,102,78.8075
2024-02-03 23:00:00,41.4,65.4,55.5,21.0,856.0,15.8,14.0,0.0,69,101,69.9875
2024-02-04 00:00:00,38.8,60.8,48.9,20.0,827.0,13.6,13.0,0.0,68,99,65.37333333333333
2024-02-04 01:00:00,36.2,56.8,41.4,21.0,775.0,10.9,12.0,0.0,68,98,61.12666666666667
2024-02-04 02:00:00,34.1,53.4,35.1,21.0,728.0,8.9,11.0,0.0,67,97,57.69666666666667
2024-02-04 03:00:00,32.2,50.5,30.6,19.0,687.0,7.7,11.0,0.0,67,96,54.59333333333334
2024-02-04 04:00:00,31.1,49.0,27.3,17.0,652.0,7.2,10.0,0.0,66,95,52.79666666666667
2024-02-04 05:00:00,35.7,57.7,37.1,7.0,821.0,7.9,16.0,0.0,66,94,60.31
2024-02-04 06:00:00,36.1,59.3,39.1,6.0,898.0,9.6,17.0,0.0,66,94,60.96333333333334
2024-02-04 07:00:00,39.1,64.7,41.5,7.0,996.0,12.0,19.0,0.05,66,95,65.86333333333334
2024-02-04 08:00:00,46.0,75.2,39.9,19.0,999.0,13.4,23.0,0.5,66,95,77.13333333333333
2024-02-04 09:00:00,41.3,68.7,30.6,53.0,819.0,13.1,29.0,1.75,67,97,69.45666666666666
