time,PM25,PM10,NO2,O3,CO,SO2,dust,uv_index,AQI_EU,AQI_US,AQI_India
2025-04-01 00:00:00,11.0,21.1,11.8,77.0,305.0,5.5,18.0,0.0,31,71,77.46000000000001
2025-04-01 01:00:00,11.0,23.5,10.9,72.0,297.0,4.9,23.0,0.0,29,56,72.56
2025-04-01 02:00:00,10.9,24.9,10.1,68.0,291.0,4.6,26.0,0.0,27,56,68.64
2025-04-01 03:00:00,10.8,25.0,9.2,64.0,279.0,4.7,26.0,0.0,26,56,64.72
2025-04-01 04:00:00,10.7,23.9,8.4,61.0,270.0,5.1,24.0,0.0,24,56,61.78
2025-04-01 05:00:00,7.4,10.9,6.2,77.0,288.0,6.8,6.0,0.0,31,56,77.46000000000001
2025-04-01 06:00:00,8.4,11.5,8.6,75.0,365.0,7.5,5.0,0.0,30,56,75.5
2025-04-01 07:00:00,11.4,14.6,11.7,74.0,468.0,8.4,5.0,0.45,30,55,74.52
2025-04-01 08:00:00,13.3,16.5,13.1,83.0,525.0,9.8,5.0,1.8,33,55,83.34
2025-04-01 09:00:00,13.3,17.7,11.2,111.0,491.0,12.2,7.0,4.15,47,55,117.01470588235294
2025-04-01 10:00:00,13.1,19.0,7.6,149.0,410.0,14.9,10.0,6.95,63,55,172.33823529411765
2025-04-01 11:00:00,12.7,19.0,4.7,177.0,340.0,16.2,12.0,9.15,69,55,223.275
2025-04-01 12:00:00,11.0,18.2,3.2,185.0,303.0,14.9,13.0,10.05,70,54,243.075
2025-04-01 13:00:00,10.4,17.9,2.3,182.0,278.0,12.1,14.0,9.35,69,65,235.65
2025-04-01 14:00:00,9.6,16.9,2.1,176.0,259.0,9.7,14.0,7.3,68,87,220.8
2025-04-01 15:00:00,8.4,15.5,2.7,171.0,240.0,8.2,14.0,4.65,67,108,208.425
2025-04-01 16:00:00,7.2,14.4,4.0,163.0,227.0,7.0,13.0,2.2,66,129,192.72058823529412
2025-04-01 17:00:00,5.4,5.4,6.4,155.0,236.0,7.4,0.0,0.65,65,146,181.0735294117647
2025-04-01 18:00:00,7.1,7.2,8.9,139.0,286.0,7.5,0.0,0.05,62,154,157.77941176470588
