time,PM25,PM10,NO2,O3,CO,SO2,dust,uv_index,AQI_EU,AQI_US,AQI_India
2023-01-01 00:00:00,44.2,63.8,34.0,38.0,688.0,10.4,2.0,0.0,74,117,74.19333333333334
2023-01-01 01:00:00,42.7,61.5,33.1,36.0,597.0,9.7,1.0,0.0,74,117,71.74333333333334
2023-01-01 02:00:00,42.4,61.0,32.2,33.0,497.0,9.2,1.0,0.0,74,118,71.25333333333333
2023-01-01 03:00:00,42.8,61.5,30.5,33.0,451.0,9.3,1.0,0.0,74,119,71.90666666666667
2023-01-01 04:00:00,43.9,63.1,28.7,34.0,420.0,9.6,2.0,0.0,75,119,73.70333333333333
2023-01-01 05:00:00,45.3,65.2,25.4,35.0,415.0,10.0,2.0,0.0,75,120,75.99
2023-01-01 06:00:00,47.0,67.8,28.6,31.0,459.0,10.5,2.0,0.0,75,121,78.76666666666667
2023-01-01 07:00:00,49.5,71.2,33.1,27.0,521.0,11.3,2.0,0.05,75,122,82.85
2023-01-01 08:00:00,52.2,75.2,36.0,29.0,574.0,13.5,3.0,0.45,76,122,87.26
2023-01-01 09:00:00,53.8,77.8,33.3,43.0,565.0,17.0,4.0,1.5,76,123,89.87333333333333
2023-01-01 10:00:00,54.6,79.6,28.1,64.0,531.0,21.6,5.0,2.95,76,124,91.18
2023-01-01 11:00:00,56.5,82.7,20.8,92.0,475.0,25.4,6.0,4.25,76,125,94.28333333333333
2023-01-01 12:00:00,51.0,75.2,15.2,113.0,425.0,24.5,6.0,4.9,77,126,119.92647058823529
2023-01-01 13:00:00,45.2,66.8,9.3,134.0,368.0,21.7,6.0,4.55,77,127,150.5
2023-01-01 14:00:00,42.8,63.3,6.2,149.0,321.0,18.4,6.0,3.3,77,128,172.33823529411765
2023-01-01 15:00:00,41.6,61.2,9.5,144.0,314.0,17.7,5.0,1.8,77,128,165.05882352941177
2023-01-01 16:00:00,41.1,60.3,16.3,130.0,328.0,17.6,4.0,0.65,78,129,144.6764705882353
2023-01-01 17:00:00,48.4,70.1,24.6,113.0,400.0,20.5,3.0,0.1,78,129,119.92647058823529
2023-01-01 18:00:00,60.5,87.3,33.2,94.0,498.0,20.5,3.0,0.0,78,131,102.65
2023-01-01 19:00:00,66.8,96.4,45.6,66.0,637.0,20.5,2.0,0.0,79,132,123.44
2023-01-01 20:00:00,71.0,102.2,59.9,35.0,797.0,20.3,2.0,0.0,79,134,137.3
