time,PM25,PM10,NO2,O3,CO,SO2,dust,uv_index,AQI_EU,AQI_US,AQI_India
2023-10-01 00:00:00,42.6,75.4,47.6,16.0,595.0,9.4,43.0,0.0,68,100,75.89200000000001
2023-10-01 01:00:00,42.1,77.3,46.8,16.0,574.0,8.6,51.0,0.0,68,100,77.75399999999999
2023-10-01 02:00:00,40.9,78.0,43.8,18.0,536.0,7.8,56.0,0.0,69,101,78.44
2023-10-01 03:00:00,38.4,75.4,37.2,22.0,470.0,6.8,54.0,0.0,69,101,75.89200000000001
2023-10-01 04:00:00,34.5,66.4,28.5,28.0,388.0,5.8,48.0,0.0,69,101,67.072
2023-10-01 05:00:00,28.6,54.9,18.4,35.0,296.0,4.6,44.0,0.0,69,101,55.802
2023-10-01 06:00:00,28.8,57.7,18.9,35.0,319.0,5.0,49.0,0.0,69,101,58.54600000000001
2023-10-01 07:00:00,30.9,61.7,19.3,36.0,350.0,5.5,55.0,0.4,68,100,62.466
2023-10-01 08:00:00,32.7,65.9,18.4,48.0,368.0,6.1,59.0,1.65,68,99,66.58200000000001
2023-10-01 09:00:00,32.4,68.0,14.7,82.0,361.0,6.7,57.0,3.85,68,99,82.36
2023-10-01 10:00:00,32.5,66.1,9.6,128.0,341.0,7.4,51.0,6.35,67,98,141.76470588235293
2023-10-01 11:00:00,32.1,63.1,5.6,161.0,319.0,7.6,48.0,8.25,67,97,189.80882352941177
2023-10-01 12:00:00,30.0,60.8,3.3,171.0,293.0,7.1,50.0,8.85,67,97,208.425
2023-10-01 13:00:00,27.1,58.8,2.2,168.0,266.0,6.3,54.0,7.85,67,97,200.0
2023-10-01 14:00:00,25.0,57.3,3.2,162.0,259.0,5.7,55.0,5.75,67,97,191.26470588235293
2023-10-01 15:00:00,24.2,56.1,6.6,156.0,278.0,5.5,50.0,3.25,67,97,182.52941176470588
2023-10-01 16:00:00,25.0,55.1,12.1,146.0,317.0,5.6,42.0,1.3,67,97,167.97058823529412
2023-10-01 17:00:00,30.5,54.2,16.7,124.0,353.0,6.2,25.0,0.25,67,116,135.94117647058823
2023-10-01 18:00:00,34.8,61.2,23.5,103.0,413.0,7.0,25.0,0.0,67,125,105.36764705882354
2023-10-01 19:00:00,37.4,65.0,33.1,74.0,499.0,8.3,26.0,0.0,67,120,74.52
2023-10-01 20:00:00,38.9,67.5,42.4,49.0,585.0,9.7,28.0,0.0,67,101,68.15
2023-10-01 21:00:00,41.6,72.9,51.0,33.0,671.0,11.7,33.0,0.0,67,97,73.44200000000001
2023-10-01 22:00:00,46.6,82.7,59.2,21.0,757.0,13.9,39.0,0.0,67,97,83.046
2023-10-01 23:00:00,50.5,90.1,64.8,13.0,816.0,15.2,44.0,0.0,67,98,90.298
2023-10-02 00:00:00,51.0,92.4,67.2,7.0,840.0,14.9,48.0,0.0,68,98,92.552
2023-10-02 01:00:00,50.2,92.7,67.1,5.0,836.0,13.7,52.0,0.0,68,99,92.846
2023-10-02 02:00:00,49.0,91.7,63.5,6.0,803.0,12.3,54.0,0.0,68,99,91.86600000000001
2023-10-02 03:00:00,47.1,89.6,54.5,11.0,722.0,10.7,52.0,0.0,68,100,89.80799999999999
2023-10-02 04:00:00,43.4,83.6,42.1,19.0,611.0,9.0,47.0,0.0,69,101,83.928
2023-10-02 05:00:00,36.7,70.5,25.6,36.0,433.0,6.9,45.0,0.0,69,102,71.09
2023-10-02 06:00:00,35.2,68.9,23.8,41.0,429.0,7.0,49.0,0.0,69,103,69.522
2023-10-02 07:00:00,36.7,71.2,21.1,49.0,423.0,7.0,54.0,0.4,69,103,71.77600000000001
2023-10-02 08:00:00,36.3,73.1,17.8,65.0,407.0,7.2,60.0,1.6,70,104,73.63799999999999
2023-10-02 09:00:00,36.0,76.8,13.5,98.0,376.0,7.6,68.0,3.7,70,104,98.03999999999999
2023-10-02 10:00:00,36.4,79.6,8.7,139.0,336.0,8.0,78.0,6.1,70,105,157.77941176470588
2023-10-02 11:00:00,36.0,80.6,5.1,168.0,300.0,8.1,84.0,7.95,70,105,200.0
2023-10-02 12:00:00,33.8,78.0,3.0,176.0,268.0,7.6,86.0,8.55,70,106,220.8
2023-10-02 13:00:00,31.1,74.0,2.1,173.0,239.0,6.9,85.0,7.6,70,106,213.375
2023-10-02 14:00:00,29.0,71.0,3.2,165.0,230.0,6.3,81.0,5.55,70,106,195.63235294117646
2023-10-02 15:00:00,27.6,68.9,6.0,156.0,241.0,5.9,73.0,3.1,71,107,182.52941176470588
2023-10-02 16:00:00,27.4,67.3,10.7,144.0,272.0,5.7,61.0,1.2,71,109,165.05882352941177
2023-10-02 17:00:00,37.1,74.5,18.5,124.0,335.0,6.2,58.0,0.25,71,126,135.94117647058823
2023-10-02 18:00:00,43.2,84.3,30.4,100.0,435.0,8.0,61.0,0.0,71,131,100.0
2023-10-02 19:00:00,48.8,94.1,46.7,66.0,572.0,10.5,66.0,0.0,71,123,94.21799999999999
2023-10-02 20:00:00,52.2,101.0,57.5,41.0,667.0,12.2,71.0,0.0,72,110,101.66
2023-10-02 21:00:00,53.6,105.9,58.5,32.0,690.0,12.5,76.0,0.0,72,112,104.894
