time,PM25,PM10,NO2,O3,CO,SO2,dust,uv_index,AQI_EU,AQI_US,AQI_India
2025-12-01 00:00:00,97.6,98.5,63.0,29.0,910.0,19.3,1.0,0.0,92,156,226.07999999999998
2025-12-01 01:00:00,90.1,90.8,51.0,38.0,826.0,15.9,1.0,0.0,92,157,201.32999999999998
2025-12-01 02:00:00,80.1,81.0,40.5,45.0,756.0,13.1,1.0,0.0,93,158,167.32999999999998
2025-12-01 03:00:00,73.6,74.3,33.1,46.0,718.0,11.4,1.0,0.0,93,158,145.88
2025-12-01 04:00:00,70.1,70.8,27.2,45.0,693.0,10.3,1.0,0.0,94,158,134.32999999999998
2025-12-01 05:00:00,88.0,88.7,45.0,22.0,685.0,12.2,1.0,0.0,94,159,193.4
2025-12-01 06:00:00,80.8,81.5,41.7,22.0,717.0,12.5,1.0,0.0,95,159,169.64
2025-12-01 07:00:00,78.7,79.2,36.9,22.0,765.0,13.1,1.0,0.1,95,160,162.71
2025-12-01 08:00:00,71.5,71.9,31.3,33.0,770.0,14.2,1.0,0.65,96,160,138.95
2025-12-01 09:00:00,62.4,62.6,24.2,62.0,687.0,16.4,1.0,1.75,96,161,108.92
2025-12-01 10:00:00,54.7,55.2,16.3,100.0,560.0,19.2,1.0,3.25,97,161,100.0
2025-12-01 11:00:00,51.8,52.4,10.1,132.0,456.0,20.8,1.0,4.4,97,161,147.58823529411765
2025-12-01 12:00:00,51.5,52.3,6.1,151.0,400.0,20.3,1.0,4.8,97,161,175.25
2025-12-01 13:00:00,50.8,51.7,3.8,163.0,367.0,18.8,1.0,4.15,97,161,192.72058823529412
2025-12-01 14:00:00,50.2,51.1,3.8,167.0,352.0,17.4,1.0,2.85,97,161,198.54411764705884
2025-12-01 15:00:00,49.8,50.6,5.9,163.0,342.0,16.2,1.0,1.4,97,161,192.72058823529412
2025-12-01 16:00:00,49.8,50.6,10.3,150.0,348.0,15.2,1.0,0.45,97,161,173.79411764705884
2025-12-01 17:00:00,55.6,56.5,16.8,133.0,404.0,14.2,1.0,0.05,97,161,149.04411764705884
2025-12-01 18:00:00,68.7,69.6,33.7,105.0,540.0,17.4,1.0,0.0,97,161,129.71
2025-12-01 19:00:00,77.3,78.2,56.7,66.0,724.0,21.9,1.0,0.0,97,161,158.09
