time,PM25,PM10,NO2,O3,CO,SO2,dust,uv_index,AQI_EU,AQI_US,AQI_India
2025-10-01 00:00:00,18.3,24.1,19.5,41.0,206.0,19.7,7.0,0.0,29,60,41.0
2025-10-01 01:00:00,18.3,23.9,20.5,38.0,182.0,21.8,7.0,0.0,29,61,38.0
2025-10-01 02:00:00,18.1,23.6,21.1,35.0,170.0,23.4,7.0,0.0,30,61,35.0
2025-10-01 03:00:00,17.6,22.7,21.2,33.0,178.0,24.1,6.0,0.0,31,62,33.0
2025-10-01 04:00:00,16.5,21.1,20.9,31.0,198.0,24.2,5.0,0.0,31,62,31.0
2025-10-01 05:00:00,13.8,17.4,19.2,32.0,214.0,23.4,4.0,0.0,31,62,32.0
2025-10-01 06:00:00,13.3,16.7,18.4,33.0,221.0,23.2,3.0,0.0,32,63,33.0
2025-10-01 07:00:00,13.6,17.2,17.3,34.0,225.0,22.9,3.0,0.25,32,63,34.0
2025-10-01 08:00:00,14.3,17.6,16.1,37.0,223.0,22.4,3.0,1.4,32,63,37.0
2025-10-01 09:00:00,15.1,19.5,14.9,42.0,212.0,21.7,5.0,2.4,32,63,42.0
2025-10-01 10:00:00,15.1,21.0,13.7,49.0,196.0,20.7,7.0,2.5,32,63,49.0
2025-10-01 11:00:00,15.4,23.1,12.2,56.0,188.0,19.5,9.0,1.7,32,63,56.88
2025-10-01 12:00:00,15.8,22.8,9.9,65.0,193.0,17.6,9.0,1.65,32,63,65.7
2025-10-01 13:00:00,16.8,23.3,7.2,75.0,205.0,15.5,9.0,3.2,32,63,75.5
2025-10-01 14:00:00,15.6,21.1,5.9,82.0,218.0,14.4,8.0,4.15,33,63,82.36
2025-10-01 15:00:00,15.5,20.5,6.5,86.0,229.0,15.0,7.0,2.45,34,63,86.28
2025-10-01 16:00:00,15.4,19.0,8.3,87.0,240.0,16.7,6.0,1.1,35,63,87.25999999999999
2025-10-01 17:00:00,16.6,20.7,12.9,67.0,253.0,13.5,6.0,0.15,31,63,67.66
2025-10-01 18:00:00,18.3,22.2,17.6,57.0,274.0,15.3,6.0,0.0,32,63,57.86
