time,PM25,PM10,NO2,O3,CO,SO2,dust,uv_index,AQI_EU,AQI_US,AQI_India
2023-03-01 00:00:00,48.9,70.3,67.2,29.0,1180.0,14.9,0.0,0.0,66,94,84.32000000000001
2023-03-01 01:00:00,43.1,61.9,60.6,30.0,945.0,12.3,0.0,0.0,66,95,76.235
2023-03-01 02:00:00,38.6,55.5,52.3,32.0,681.0,9.9,0.0,0.0,67,97,66.0675
2023-03-01 03:00:00,35.4,50.9,45.7,33.0,567.0,9.4,0.0,0.0,67,98,59.81999999999999
2023-03-01 04:00:00,34.1,49.0,39.3,34.0,493.0,9.7,0.0,0.0,68,99,57.69666666666667
2023-03-01 05:00:00,36.9,53.0,41.0,33.0,764.0,9.4,0.0,0.0,68,99,62.269999999999996
2023-03-01 06:00:00,36.3,52.3,46.4,26.0,838.0,10.0,0.0,0.0,68,100,61.28999999999999
2023-03-01 07:00:00,43.4,62.4,54.0,15.0,941.0,10.8,0.0,0.15,68,100,72.88666666666666
2023-03-01 08:00:00,49.2,70.8,57.2,14.0,979.0,11.9,0.0,0.95,69,101,82.36000000000001
2023-03-01 09:00:00,39.1,56.5,48.4,32.0,845.0,12.8,1.0,2.7,69,103,65.86333333333334
2023-03-01 10:00:00,31.8,46.2,33.9,60.0,626.0,13.8,1.0,5.15,70,104,60.8
2023-03-01 11:00:00,25.6,37.5,17.0,96.0,381.0,14.1,2.0,7.4,70,104,96.08
2023-03-01 12:00:00,21.8,31.9,10.4,117.0,301.0,12.9,2.0,8.6,69,103,125.75
2023-03-01 13:00:00,19.2,28.1,6.4,135.0,265.0,11.0,1.0,8.15,69,102,151.95588235294116
2023-03-01 14:00:00,17.6,25.8,3.5,151.0,241.0,8.9,1.0,6.35,69,101,175.25
2023-03-01 15:00:00,16.8,24.6,0.7,156.0,199.0,8.0,1.0,3.95,69,101,182.52941176470588
2023-03-01 16:00:00,15.9,23.4,0.0,156.0,162.0,7.3,1.0,1.75,69,100,182.52941176470588
2023-03-01 17:00:00,14.2,20.8,7.2,143.0,245.0,7.3,1.0,0.45,68,100,163.60294117647058
2023-03-01 18:00:00,22.5,32.6,29.3,112.0,482.0,10.2,1.0,0.0,68,100,118.47058823529412
2023-03-01 19:00:00,35.5,51.2,60.7,68.0,819.0,14.2,0.0,0.0,68,99,76.3575
2023-03-01 20:00:00,46.7,67.3,92.1,22.0,1204.0,18.3,0.0,0.0,68,99,112.979
2023-03-01 21:00:00,54.1,77.8,97.3,11.0,1380.0,19.1,0.0,0.0,68,99,118.127
2023-03-01 22:00:00,57.6,82.7,93.5,11.0,1503.0,18.8,0.0,0.0,68,99,114.365
2023-03-01 23:00:00,58.0,83.1,85.0,15.0,1548.0,17.7,0.0,0.0,68,99,105.95
