time,PM25,PM10,NO2,O3,CO,SO2,dust,uv_index,AQI_EU,AQI_US,AQI_India
2025-02-01 00:00:00,49.5,69.8,32.2,45.0,483.0,12.6,39.0,0.0,72,113,82.85
2025-02-01 01:00:00,42.4,64.5,23.6,51.0,362.0,10.4,43.0,0.0,72,112,71.25333333333333
2025-02-01 02:00:00,35.7,60.8,16.5,55.0,272.0,8.4,45.0,0.0,72,110,61.583999999999996
2025-02-01 03:00:00,31.0,57.9,12.1,56.0,243.0,7.0,45.0,0.0,71,109,58.742
2025-02-01 04:00:00,29.0,55.3,9.3,55.0,246.0,5.9,45.0,0.0,71,107,56.193999999999996
2025-02-01 05:00:00,25.8,48.9,7.2,54.0,264.0,4.9,41.0,0.0,70,106,54.92
2025-02-01 06:00:00,24.4,43.4,9.8,47.0,307.0,5.5,35.0,0.0,70,105,47.0
2025-02-01 07:00:00,25.4,42.4,13.2,39.0,367.0,6.4,27.0,0.05,70,104,42.4
2025-02-01 08:00:00,27.0,40.6,14.7,38.0,401.0,7.1,23.0,0.55,69,103,45.0
2025-02-01 09:00:00,24.0,40.2,12.6,51.0,387.0,7.7,26.0,1.85,69,101,51.98
2025-02-01 10:00:00,23.3,42.4,8.7,72.0,347.0,8.2,32.0,3.75,68,100,72.56
2025-02-01 11:00:00,23.7,45.4,5.5,91.0,309.0,8.3,37.0,5.55,68,99,91.18
2025-02-01 12:00:00,23.6,48.0,3.7,106.0,279.0,7.6,39.0,6.5,68,98,109.73529411764706
2025-02-01 13:00:00,21.3,45.5,2.5,119.0,251.0,6.6,39.0,6.25,67,97,128.66176470588235
2025-02-01 14:00:00,18.0,38.8,2.3,126.0,234.0,5.7,37.0,4.85,67,96,138.85294117647058
2025-02-01 15:00:00,15.3,32.2,2.6,126.0,226.0,5.1,32.0,2.9,67,96,138.85294117647058
2025-02-01 16:00:00,13.9,28.2,3.9,120.0,230.0,4.7,26.0,1.2,66,95,130.11764705882354
2025-02-01 17:00:00,16.1,27.1,6.5,113.0,256.0,5.0,20.0,0.25,66,94,119.92647058823529
2025-02-01 18:00:00,21.7,32.4,17.3,94.0,328.0,6.6,21.0,0.0,65,93,94.12
2025-02-01 19:00:00,29.8,41.2,32.1,68.0,424.0,8.8,22.0,0.0,65,92,68.64
2025-02-01 20:00:00,36.6,49.4,43.5,48.0,487.0,10.8,23.0,0.0,64,90,61.78
2025-02-01 21:00:00,42.1,56.5,48.3,38.0,491.0,12.3,25.0,0.0,64,89,70.76333333333334
2025-02-01 22:00:00,46.7,62.2,49.6,34.0,462.0,13.6,26.0,0.0,64,89,78.27666666666667
2025-02-01 23:00:00,50.2,66.6,49.1,32.0,430.0,14.1,28.0,0.0,63,88,83.99333333333334
2025-02-02 00:00:00,50.5,68.2,47.0,31.0,396.0,13.5,30.0,0.0,63,88,84.48333333333333
2025-02-02 01:00:00,48.9,67.8,43.1,32.0,358.0,12.1,32.0,0.0,63,88,81.87
2025-02-02 02:00:00,47.8,68.0,38.7,34.0,339.0,10.9,33.0,0.0,63,88,80.07333333333332
2025-02-02 03:00:00,46.7,67.5,33.5,35.0,340.0,9.9,33.0,0.0,64,89,78.27666666666667
2025-02-02 04:00:00,44.6,65.4,27.9,37.0,361.0,9.0,33.0,0.0,64,91,74.84666666666666
2025-02-02 05:00:00,43.7,63.8,26.9,35.0,419.0,9.0,33.0,0.0,65,92,73.37666666666667
2025-02-02 06:00:00,40.9,59.0,27.0,33.0,567.0,9.5,30.0,0.0,66,93,68.80333333333333
2025-02-02 07:00:00,41.6,58.8,26.9,33.0,752.0,10.1,25.0,0.05,66,94,69.94666666666667
2025-02-02 08:00:00,42.0,55.5,25.0,41.0,841.0,10.8,23.0,0.55,67,96,70.6
2025-02-02 09:00:00,37.8,48.3,19.5,67.0,744.0,11.5,25.0,1.85,67,97,67.66
2025-02-02 10:00:00,32.5,46.9,12.1,102.0,550.0,12.1,30.0,3.75,68,98,103.91176470588235
2025-02-02 11:00:00,28.1,45.8,6.4,130.0,394.0,12.4,33.0,5.55,68,99,144.6764705882353
2025-02-02 12:00:00,23.5,40.9,3.7,144.0,327.0,12.1,32.0,6.5,68,99,165.05882352941177
2025-02-02 13:00:00,21.2,37.4,2.8,151.0,297.0,11.5,30.0,6.2,68,99,175.25
2025-02-02 14:00:00,20.3,35.3,3.1,153.0,285.0,11.0,28.0,4.8,68,99,178.16176470588235
2025-02-02 15:00:00,19.8,34.0,4.1,152.0,280.0,10.7,26.0,2.85,68,99,176.70588235294116
2025-02-02 16:00:00,19.8,33.3,6.3,147.0,293.0,10.4,25.0,1.15,68,100,169.4264705882353
2025-02-02 17:00:00,26.4,43.5,10.1,129.0,330.0,8.6,32.0,0.25,68,100,143.22058823529412
2025-02-02 18:00:00,33.8,50.5,20.8,108.0,401.0,10.2,31.0,0.0,69,102,112.6470588235294
2025-02-02 19:00:00,41.7,58.6,35.4,78.0,497.0,12.5,31.0,0.0,69,103,78.44
2025-02-02 20:00:00,43.1,59.1,45.4,56.0,600.0,13.9,30.0,0.0,70,104,72.39666666666668
2025-02-02 21:00:00,43.3,58.8,46.4,47.0,729.0,13.9,30.0,0.0,70,104,72.72333333333333
2025-02-02 22:00:00,45.3,61.2,42.7,45.0,864.0,13.2,30.0,0.0,70,104,75.99
2025-02-02 23:00:00,46.6,63.3,38.6,45.0,934.0,12.2,30.0,0.0,70,104,78.11333333333334
2025-02-03 00:00:00,45.5,62.9,35.3,45.0,868.0,11.1,31.0,0.0,70,104,76.31666666666666
2025-02-03 01:00:00,44.2,61.9,31.6,46.0,737.0,9.8,31.0,0.0,69,103,74.19333333333334
2025-02-03 02:00:00,43.8,61.5,28.4,46.0,675.0,8.8,32.0,0.0,69,103,73.53999999999999
2025-02-03 03:00:00,44.0,61.7,25.7,44.0,745.0,8.2,32.0,0.0,69,103,73.86666666666667
2025-02-03 04:00:00,44.4,61.7,23.4,40.0,886.0,8.0,33.0,0.0,69,102,74.52
2025-02-03 05:00:00,47.1,64.7,25.2,35.0,1046.0,8.8,31.0,0.0,69,102,78.93
2025-02-03 06:00:00,47.6,65.4,28.1,27.0,1270.0,9.9,29.0,0.0,69,103,79.74666666666667
2025-02-03 07:00:00,51.8,69.8,31.8,18.0,1514.0,11.5,26.0,0.05,69,103,86.60666666666665
2025-02-03 08:00:00,55.6,70.5,32.1,23.0,1597.0,12.6,25.0,0.55,70,104,92.81333333333333
2025-02-03 09:00:00,48.0,58.3,25.6,55.0,1386.0,13.1,26.0,1.8,70,106,80.4
2025-02-03 10:00:00,34.6,49.4,15.7,101.0,1014.0,13.2,28.0,3.65,71,107,102.45588235294117
2025-02-03 11:00:00,31.3,46.7,7.9,136.0,693.0,12.8,29.0,5.55,71,107,153.41176470588235
2025-02-03 12:00:00,29.3,44.1,4.4,150.0,496.0,11.5,28.0,6.65,71,107,173.79411764705884
2025-02-03 13:00:00,28.8,42.4,3.0,154.0,350.0,9.5,26.0,6.25,71,108,179.61764705882354
2025-02-03 14:00:00,28.5,41.2,3.0,152.0,255.0,8.0,24.0,4.45,71,109,176.70588235294116
2025-02-03 15:00:00,28.4,40.0,4.4,146.0,220.0,7.1,21.0,2.25,71,110,167.97058823529412
2025-02-03 16:00:00,28.4,39.1,7.1,134.0,236.0,6.5,18.0,0.9,72,111,150.5
2025-02-03 17:00:00,36.8,47.4,9.8,126.0,270.0,6.4,20.0,0.2,72,111,138.85294117647058
2025-02-03 18:00:00,39.8,49.2,15.3,111.0,323.0,7.5,19.0,0.0,72,112,117.01470588235294
2025-02-03 19:00:00,43.1,51.6,22.7,90.0,394.0,9.0,16.0,0.0,73,113,90.2
2025-02-03 20:00:00,44.4,52.4,28.0,74.0,447.0,10.3,15.0,0.0,73,113,74.52
2025-02-03 21:00:00,45.9,53.9,28.9,67.0,467.0,11.1,15.0,0.0,73,113,76.97
2025-02-03 22:00:00,47.3,55.4,27.6,64.0,470.0,11.7,15.0,0.0,73,114,79.25666666666666
2025-02-03 23:00:00,48.0,56.1,26.1,61.0,468.0,11.8,15.0,0.0,73,114,80.4
2025-02-04 00:00:00,48.3,57.0,25.2,56.0,462.0,11.3,16.0,0.0,73,114,80.88999999999999
2025-02-04 01:00:00,48.5,57.7,24.2,51.0,451.0,10.4,17.0,0.0,73,114,81.21666666666667
2025-02-04 02:00:00,49.6,58.9,23.0,47.0,452.0,9.6,17.0,0.0,73,115,83.01333333333334
2025-02-04 03:00:00,50.1,59.5,21.2,44.0,471.0,9.0,16.0,0.0,73,115,83.83000000000001
2025-02-04 04:00:00,49.4,58.4,19.2,41.0,501.0,8.5,15.0,0.0,74,116,82.68666666666667
2025-02-04 05:00:00,49.0,55.9,18.9,47.0,534.0,9.0,12.0,0.0,74,117,82.03333333333333
2025-02-04 06:00:00,43.9,49.9,20.0,44.0,582.0,9.6,13.0,0.0,74,117,73.70333333333333
2025-02-04 07:00:00,44.0,52.6,21.2,42.0,632.0,10.5,14.0,0.05,74,116,73.86666666666667
2025-02-04 08:00:00,44.4,54.9,20.7,48.0,645.0,11.2,19.0,0.55,73,116,74.52
2025-02-04 09:00:00,41.0,56.2,16.8,70.0,586.0,11.7,29.0,1.85,73,114,70.6
2025-02-04 10:00:00,37.7,61.9,11.0,101.0,489.0,12.0,43.0,3.65,73,114,102.45588235294117
2025-02-04 11:00:00,35.9,64.5,6.4,126.0,411.0,12.0,53.0,5.45,73,114,138.85294117647058
2025-02-04 12:00:00,33.2,64.5,3.9,139.0,374.0,11.4,58.0,6.4,73,114,157.77941176470588
2025-02-04 13:00:00,29.5,64.7,2.5,145.0,356.0,10.4,60.0,6.15,73,115,166.51470588235293
2025-02-04 14:00:00,27.2,58.2,2.1,146.0,343.0,9.5,58.0,4.8,73,115,167.97058823529412
2025-02-04 15:00:00,25.3,50.6,2.5,143.0,326.0,8.7,50.0,2.9,73,115,163.60294117647058
2025-02-04 16:00:00,23.6,43.9,3.9,135.0,315.0,7.9,37.0,1.25,73,114,151.95588235294116
2025-02-04 17:00:00,17.3,27.9,6.3,121.0,324.0,7.2,20.0,0.25,73,114,131.5735294117647
2025-02-04 18:00:00,19.2,26.9,11.5,107.0,370.0,7.9,17.0,0.0,72,112,111.19117647058823
2025-02-04 19:00:00,21.8,28.3,18.7,87.0,436.0,9.0,13.0,0.0,72,110,87.25999999999999
2025-02-04 20:00:00,22.9,28.1,23.5,72.0,483.0,9.7,10.0,0.0,71,108,72.56
2025-02-04 21:00:00,23.3,27.6,24.0,66.0,498.0,9.9,8.0,0.0,70,105,66.68
2025-02-04 22:00:00,23.6,27.4,22.1,65.0,494.0,9.8,7.0,0.0,69,103,65.7
2025-02-04 23:00:00,23.3,26.8,19.9,64.0,477.0,9.5,6.0,0.0,69,100,64.72
2025-02-05 00:00:00,22.1,25.8,17.8,63.0,439.0,8.8,7.0,0.0,68,98,63.74
2025-02-05 01:00:00,20.7,25.1,15.3,64.0,387.0,7.8,8.0,0.0,67,96,64.72
2025-02-05 02:00:00,20.1,25.0,13.2,64.0,346.0,7.1,9.0,0.0,66,94,64.72
2025-02-05 03:00:00,19.7,24.9,11.4,64.0,316.0,6.8,9.0,0.0,65,92,64.72
2025-02-05 04:00:00,19.3,24.2,10.0,63.0,298.0,6.7,9.0,0.0,64,89,63.74
2025-02-05 05:00:00,18.7,22.9,10.2,62.0,318.0,7.1,7.0,0.0,63,87,62.76
2025-02-05 06:00:00,18.7,22.1,13.1,56.0,419.0,7.8,6.0,0.0,62,85,56.88
2025-02-05 07:00:00,20.8,23.6,17.0,49.0,558.0,8.9,5.0,0.05,61,83,49.0
2025-02-05 08:00:00,23.2,25.3,18.6,51.0,634.0,9.9,4.0,0.6,60,81,51.98
2025-02-05 09:00:00,21.8,23.2,15.9,71.0,586.0,11.0,3.0,1.9,58,79,71.58
2025-02-05 10:00:00,18.7,20.4,10.8,101.0,474.0,12.0,3.0,3.75,55,78,102.45588235294117
2025-02-05 11:00:00,13.9,15.5,6.7,125.0,379.0,12.4,3.0,5.5,57,76,137.39705882352942
2025-02-05 12:00:00,10.4,13.3,4.4,138.0,329.0,11.6,4.0,6.4,61,75,156.3235294117647
2025-02-05 13:00:00,10.2,13.7,2.9,145.0,297.0,10.2,6.0,6.15,63,73,166.51470588235293
2025-02-05 14:00:00,10.4,13.9,2.5,147.0,279.0,9.0,7.0,4.75,63,71,169.4264705882353
2025-02-05 15:00:00,10.6,14.2,3.1,145.0,267.0,8.4,7.0,2.9,63,70,166.51470588235293
2025-02-05 16:00:00,10.9,14.8,4.8,138.0,269.0,8.0,7.0,1.25,61,69,156.3235294117647
2025-02-05 17:00:00,9.1,10.1,7.8,127.0,308.0,8.1,2.0,0.25,58,81,140.30882352941177
2025-02-05 18:00:00,14.1,16.3,13.9,110.0,412.0,9.0,4.0,0.0,47,93,115.55882352941177
2025-02-05 19:00:00,18.9,22.4,22.1,86.0,552.0,10.3,7.0,0.0,36,95,86.28
2025-02-05 20:00:00,20.3,25.4,27.3,68.0,662.0,11.0,9.0,0.0,35,87,68.64
2025-02-05 21:00:00,20.5,27.1,26.7,62.0,727.0,10.8,11.0,0.0,35,72,62.76
2025-02-05 22:00:00,20.4,27.7,23.2,62.0,762.0,10.2,12.0,0.0,35,66,62.76
2025-02-05 23:00:00,20.1,26.9,19.7,62.0,742.0,9.5,12.0,0.0,35,66,62.76
2025-02-06 00:00:00,19.4,24.9,17.3,59.0,625.0,8.8,10.0,0.0,34,66,59.82
2025-02-06 01:00:00,18.8,22.8,15.0,57.0,452.0,8.1,7.0,0.0,34,65,57.86
2025-02-06 02:00:00,18.3,21.0,12.9,56.0,327.0,7.8,5.0,0.0,34,65,56.88
2025-02-06 03:00:00,18.0,19.7,10.6,58.0,294.0,8.0,4.0,0.0,34,65,58.84
2025-02-06 04:00:00,18.3,19.4,8.4,62.0,309.0,8.4,3.0,0.0,34,65,62.76
2025-02-06 05:00:00,19.7,20.1,7.7,65.0,337.0,9.3,1.0,0.0,34,65,65.7
2025-02-06 06:00:00,20.7,21.2,9.4,63.0,384.0,10.1,1.0,0.0,34,65,63.74
2025-02-06 07:00:00,22.9,23.5,11.7,61.0,444.0,11.3,1.0,0.05,34,65,61.78
2025-02-06 08:00:00,24.3,24.9,12.7,65.0,473.0,12.9,1.0,0.6,34,65,65.7
2025-02-06 09:00:00,23.9,24.5,11.3,79.0,441.0,15.3,2.0,1.85,34,65,79.42
2025-02-06 10:00:00,22.2,23.1,8.6,98.0,378.0,18.0,2.0,3.7,39,65,98.03999999999999
2025-02-06 11:00:00,20.1,21.6,6.3,115.0,324.0,19.5,3.0,5.4,50,66,122.83823529411765
2025-02-06 12:00:00,17.6,19.7,4.6,128.0,293.0,18.6,4.0,6.35,59,66,141.76470588235293
