time,PM25,PM10,NO2,O3,CO,SO2,dust,uv_index,AQI_EU,AQI_US,AQI_India
2024-11-01 00:00:00,59.3,93.6,87.1,13.0,1066.0,23.6,14.0,0.0,71,109,108.029
2024-11-01 01:00:00,54.8,86.8,76.7,11.0,920.0,18.7,12.0,0.0,71,109,95.95750000000001
2024-11-01 02:00:00,49.1,76.6,65.3,11.0,777.0,14.4,10.0,0.0,71,108,82.19666666666667
2024-11-01 03:00:00,41.6,64.3,52.3,14.0,620.0,11.1,8.0,0.0,71,108,69.94666666666667
2024-11-01 04:00:00,34.7,53.7,38.3,18.0,466.0,8.2,7.0,0.0,71,107,58.67666666666667
2024-11-01 05:00:00,38.8,60.5,41.2,18.0,394.0,9.9,8.0,0.0,70,107,65.37333333333333
2024-11-01 06:00:00,32.9,51.3,37.3,22.0,481.0,9.6,8.0,0.0,71,107,55.736666666666665
2024-11-01 07:00:00,32.4,49.8,31.7,28.0,649.0,9.1,7.0,0.25,71,107,54.919999999999995
2024-11-01 08:00:00,31.0,47.8,25.6,43.0,746.0,8.6,7.0,1.3,71,108,52.63333333333333
2024-11-01 09:00:00,29.9,46.3,18.9,76.0,692.0,8.2,8.0,3.1,71,108,76.48
2024-11-01 10:00:00,25.6,40.6,11.7,117.0,565.0,7.9,10.0,5.15,71,108,125.75
2024-11-01 11:00:00,19.9,33.1,6.3,147.0,452.0,7.5,12.0,6.7,71,108,169.4264705882353
2024-11-01 12:00:00,14.3,26.1,2.9,156.0,358.0,6.8,13.0,7.0,71,108,182.52941176470588
2024-11-01 13:00:00,15.0,28.1,1.2,153.0,277.0,6.1,14.0,6.05,71,107,178.16176470588235
2024-11-01 14:00:00,16.2,30.4,2.6,147.0,272.0,5.9,14.0,4.15,71,107,169.4264705882353
2024-11-01 15:00:00,16.8,31.3,7.4,142.0,367.0,6.1,13.0,2.15,70,106,162.14705882352942
2024-11-01 16:00:00,17.4,32.1,15.2,133.0,538.0,6.8,12.0,0.7,70,106,149.04411764705884
2024-11-01 17:00:00,26.8,43.8,30.1,117.0,775.0,8.4,10.0,0.1,70,105,125.75
2024-11-01 18:00:00,38.2,60.1,46.2,89.0,1126.0,11.5,9.0,0.0,70,105,89.22
2024-11-01 19:00:00,46.2,71.2,68.1,51.0,1542.0,15.9,8.0,0.0,70,104,85.42249999999999
2024-11-01 20:00:00,50.6,77.1,82.9,23.0,1872.0,19.4,7.0,0.0,70,104,103.87100000000001
2024-11-01 21:00:00,51.8,78.5,83.6,15.0,2086.0,21.3,7.0,0.0,69,103,104.564
