time,PM25,PM10,NO2,O3,CO,SO2,dust,uv_index,AQI_EU,AQI_US,AQI_India
2024-05-01 00:00:00,18.3,34.7,14.3,69.0,251.0,4.1,40.0,0.0,63,73,69.62
2024-05-01 01:00:00,15.3,28.1,11.0,75.0,222.0,3.5,31.0,0.0,62,72,75.5
2024-05-01 02:00:00,13.5,27.4,9.2,77.0,203.0,3.0,27.0,0.0,62,70,77.46000000000001
2024-05-01 03:00:00,13.1,29.6,9.9,71.0,197.0,2.7,29.0,0.0,61,69,71.58
2024-05-01 04:00:00,13.5,31.9,12.1,62.0,200.0,2.6,35.0,0.0,61,69,62.76
2024-05-01 05:00:00,13.9,33.3,11.9,63.0,198.0,2.5,43.0,0.0,60,68,63.74
2024-05-01 06:00:00,15.0,35.5,12.3,64.0,219.0,2.9,42.0,0.1,60,67,64.72
2024-05-01 07:00:00,16.8,38.3,12.7,68.0,247.0,3.5,43.0,0.75,60,67,68.64
2024-05-01 08:00:00,18.5,45.6,12.1,77.0,261.0,4.0,60.0,2.35,60,67,77.46000000000001
2024-05-01 09:00:00,19.7,72.2,9.4,99.0,250.0,4.2,112.0,4.85,60,66,99.02000000000001
2024-05-01 10:00:00,23.6,104.1,5.7,128.0,225.0,4.2,181.0,7.65,60,66,141.76470588235293
2024-05-01 11:00:00,23.2,111.5,2.9,149.0,204.0,4.3,227.0,9.8,63,67,172.33823529411765
2024-05-01 12:00:00,22.2,109.7,1.9,155.0,193.0,4.5,228.0,10.65,65,67,181.0735294117647
2024-05-01 13:00:00,21.0,101.0,1.8,154.0,185.0,4.7,205.0,9.9,64,67,179.61764705882354
2024-05-01 14:00:00,19.5,90.6,2.0,151.0,180.0,4.7,182.0,7.75,64,67,175.25
2024-05-01 15:00:00,18.2,81.0,1.2,149.0,168.0,4.3,166.0,4.95,63,75,172.33823529411765
2024-05-01 16:00:00,17.3,73.6,0.7,146.0,158.0,3.8,148.0,2.4,63,92,167.97058823529412
2024-05-01 17:00:00,13.0,49.4,3.3,133.0,171.0,4.0,91.0,0.8,63,107,149.04411764705884
2024-05-01 18:00:00,15.0,42.0,12.0,113.0,236.0,5.2,79.0,0.1,63,114,119.92647058823529
2024-05-01 19:00:00,20.1,46.1,23.9,86.0,324.0,6.8,63.0,0.0,63,111,86.28
2024-05-01 20:00:00,23.5,49.9,32.2,65.0,390.0,7.9,50.0,0.0,63,98,65.7
2024-05-01 21:00:00,24.7,49.9,33.7,56.0,412.0,8.1,45.0,0.0,63,79,56.88
2024-05-01 22:00:00,24.7,48.9,31.6,52.0,412.0,7.8,44.0,0.0,63,68,52.96
2024-05-01 23:00:00,24.4,48.8,28.9,51.0,400.0,7.3,44.0,0.0,63,68,51.98
2024-05-02 00:00:00,23.4,48.3,26.2,51.0,377.0,6.4,45.0,0.0,63,68,51.98
2024-05-02 01:00:00,22.4,47.5,22.9,52.0,343.0,5.2,47.0,0.0,63,69,52.96
2024-05-02 02:00:00,21.0,44.5,20.1,53.0,312.0,4.3,47.0,0.0,64,69,53.94
2024-05-02 03:00:00,19.3,39.2,18.1,52.0,286.0,3.8,41.0,0.0,64,70,52.96
2024-05-02 04:00:00,17.8,34.5,16.7,50.0,263.0,3.5,34.0,0.0,64,70,50.0
2024-05-02 05:00:00,24.3,49.5,32.0,24.0,392.0,4.9,45.0,0.0,64,71,49.5
2024-05-02 06:00:00,25.0,52.0,30.2,34.0,416.0,5.3,47.0,0.1,64,71,52.96
2024-05-02 07:00:00,28.3,56.7,27.4,49.0,447.0,6.0,51.0,0.8,65,72,57.566
2024-05-02 08:00:00,29.2,61.5,23.5,73.0,452.0,7.0,58.0,2.55,65,73,73.53999999999999
2024-05-02 09:00:00,28.9,66.6,17.4,113.0,407.0,8.8,73.0,5.2,65,74,119.92647058823529
2024-05-02 10:00:00,22.9,65.0,10.1,162.0,335.0,11.0,91.0,8.15,66,75,191.26470588235293
2024-05-02 11:00:00,21.2,68.0,4.8,196.0,277.0,12.1,107.0,10.1,72,75,270.3
2024-05-02 12:00:00,20.9,75.7,3.0,203.0,247.0,11.3,118.0,9.8,73,74,287.625
2024-05-02 13:00:00,20.1,76.6,3.0,196.0,230.0,9.6,127.0,8.0,72,74,270.3
2024-05-02 14:00:00,19.7,73.8,3.5,189.0,220.0,8.1,131.0,5.6,71,85,252.975
2024-05-02 15:00:00,19.5,71.0,2.1,191.0,202.0,7.2,128.0,3.85,71,118,257.925
2024-05-02 16:00:00,19.3,68.7,1.0,193.0,192.0,6.6,120.0,2.15,71,148,262.875
2024-05-02 17:00:00,18.4,61.9,4.6,199.0,233.0,7.1,102.0,0.8,73,168,277.725
2024-05-02 18:00:00,25.9,63.1,21.4,166.0,369.0,9.6,97.0,0.1,67,181,197.08823529411765
2024-05-02 19:00:00,36.7,81.0,44.8,119.0,558.0,13.1,90.0,0.0,63,182,128.66176470588235
2024-05-02 20:00:00,44.1,93.1,63.8,80.0,717.0,16.3,85.0,0.0,63,170,93.238
2024-05-02 21:00:00,49.2,100.8,75.3,54.0,830.0,19.2,83.0,0.0,64,150,101.52799999999999
2024-05-02 22:00:00,52.7,105.0,82.4,35.0,912.0,21.8,83.0,0.0,65,120,104.3
2024-05-02 23:00:00,53.7,105.0,83.2,23.0,930.0,22.4,79.0,0.0,66,87,104.3
2024-05-03 00:00:00,50.2,97.1,74.9,22.0,849.0,19.7,69.0,0.0,67,85,97.15799999999999
2024-05-03 01:00:00,42.6,82.2,60.3,29.0,704.0,15.1,56.0,0.0,68,87,82.55600000000001
2024-05-03 02:00:00,31.9,60.5,46.2,36.0,561.0,11.0,43.0,0.0,68,89,61.29
2024-05-03 03:00:00,22.1,39.3,33.9,41.0,430.0,7.9,31.0,0.0,68,90,42.375
2024-05-03 04:00:00,17.2,28.5,22.1,47.0,302.0,5.3,20.0,0.0,68,90,47.0
2024-05-03 05:00:00,17.8,31.1,17.8,47.0,250.0,4.1,21.0,0.0,68,90,47.0
